cn_name,en_name,action_category_cn,action_category_en,job_abbrs,job_names_cn,job_names_en,levels,action_ids,source_sheets,is_role_action,is_pvp
先天禀赋,Essential Dignity,能力,Ability,AST,占星术士,Astrologian,15,3614,Action,False,False
福星,Benefic II,魔法,Spell,AST,占星术士,Astrologian,26,3610,Action,False,False
星极抽卡,Astral Draw,能力,Ability,AST,占星术士,Astrologian,30,37017,Action,False,False
出卡I,Play I,能力,Ability,AST,占星术士,Astrologian,30,37019,Action,False,False
出卡II,Play II,能力,Ability,AST,占星术士,Astrologian,30,37020,Action,False,False
出卡III,Play III,能力,Ability,AST,占星术士,Astrologian,30,37021,Action,False,False
灵极抽卡,Umbral Draw,能力,Ability,AST,占星术士,Astrologian,30,37018,Action,False,False
放浪神之箭,the Arrow,能力,Ability,AST,占星术士,Astrologian,30,37024,Action,False,False
太阳神之衡,the Balance,能力,Ability,AST,占星术士,Astrologian,30,37023,Action,False,False
世界树之干,the Bole,能力,Ability,AST,占星术士,Astrologian,30,37027,Action,False,False
河流神之瓶,the Ewer,能力,Ability,AST,占星术士,Astrologian,30,37028,Action,False,False
战争神之枪,the Spear,能力,Ability,AST,占星术士,Astrologian,30,37026,Action,False,False
建筑神之塔,the Spire,能力,Ability,AST,占星术士,Astrologian,30,37025,Action,False,False
吉星相位,Aspected Benefic,魔法,Spell,AST,占星术士,Astrologian,34,3595,Action,False,False
阳星相位,Aspected Helios,魔法,Spell,AST,占星术士,Astrologian,40,3601,Action,False,False
重力,Gravity,魔法,Spell,AST,占星术士,Astrologian,45,3615,Action,False,False
炽灼,Combust II,魔法,Spell,AST,占星术士,Astrologian,46,3608,Action,False,False
占卜,Divination,能力,Ability,AST,占星术士,Astrologian,50,16552,Action,False,False
星位合图,Synastry,能力,Ability,AST,占星术士,Astrologian,50,3612,Action,False,False
灾星,Malefic II,魔法,Spell,AST,占星术士,Astrologian,54,3598,Action,False,False
命运之轮,Collective Unconscious,能力,Ability,AST,占星术士,Astrologian,58,3613,Action,False,False
天星冲日,Celestial Opposition,能力,Ability,AST,占星术士,Astrologian,60,16553,Action,False,False
地星,Earthly Star,能力,Ability,AST,占星术士,Astrologian,62,7439,Action,False,False
星体爆轰,Stellar Detonation,能力,Ability,AST,占星术士,Astrologian,62,8324,Action,False,False
祸星,Malefic III,魔法,Spell,AST,占星术士,Astrologian,64,7442,Action,False,False
王冠之贵妇,Lady of Crowns,能力,Ability,AST,占星术士,Astrologian,70,7445,Action,False,False
王冠之领主,Lord of Crowns,能力,Ability,AST,占星术士,Astrologian,70,7444,Action,False,False
小奥秘卡,Minor Arcana,能力,Ability,AST,占星术士,Astrologian,70,37022,Action,False,False
焚灼,Combust III,魔法,Spell,AST,占星术士,Astrologian,72,16554,Action,False,False
煞星,Malefic IV,魔法,Spell,AST,占星术士,Astrologian,72,16555,Action,False,False
天星交错,Celestial Intersection,能力,Ability,AST,占星术士,Astrologian,74,16556,Action,False,False
天宫图,Horoscope,能力,Ability,AST,占星术士,Astrologian,76,16557;16558,Action,False,False
中间学派,Neutral Sect,能力,Ability,AST,占星术士,Astrologian,80,16559,Action,False,False
落陷凶星,Fall Malefic,魔法,Spell,AST,占星术士,Astrologian,82,25871,Action,False,False
中重力,Gravity II,魔法,Spell,AST,占星术士,Astrologian,82,25872,Action,False,False
擢升,Exaltation,能力,Ability,AST,占星术士,Astrologian,86,25873,Action,False,False
大宇宙,Macrocosmos,魔法,Spell,AST,占星术士,Astrologian,90,25874,Action,False,False
小宇宙,Microcosmos,能力,Ability,AST,占星术士,Astrologian,90,25875,Action,False,False
神谕,Oracle,能力,Ability,AST,占星术士,Astrologian,92,37029,Action,False,False
阳星合相,Helios Conjunction,魔法,Spell,AST,占星术士,Astrologian,96,37030,Action,False,False
太阳星座,Sun Sign,能力,Ability,AST,占星术士,Astrologian,100,37031,Action,False,False
防御,Guard,能力,Ability,AST;BLM;BRD;DNC;DRG;DRK;GNB;MCH;MNK;NIN;PCT;PLD;RDM;RPR;SAM;SCH;SGE;SMN;VPR;WAR;WHM,占星术士;召唤师;吟游诗人;学者;忍者;战士;暗黑骑士;机工士;武僧;武士;白魔法师;绘灵法师;绝枪战士;舞者;蝰蛇剑士;贤者;赤魔法师;钐镰客;骑士;黑魔法师;龙骑士,Astrologian;Bard;Black Mage;Dancer;Dark Knight;Dragoon;Gunbreaker;Machinist;Monk;Ninja;Paladin;Pictomancer;Reaper;Red Mage;Sage;Samurai;Scholar;Summoner;Viper;Warrior;White Mage,0,29054,Action,False,True
净化,Purify,能力,Ability,AST;BLM;BRD;DNC;DRG;DRK;GNB;MCH;MNK;NIN;PCT;PLD;RDM;RPR;SAM;SCH;SGE;SMN;VPR;WAR;WHM,占星术士;召唤师;吟游诗人;学者;忍者;战士;暗黑骑士;机工士;武僧;武士;白魔法师;绘灵法师;绝枪战士;舞者;蝰蛇剑士;贤者;赤魔法师;钐镰客;骑士;黑魔法师;龙骑士,Astrologian;Bard;Black Mage;Dancer;Dark Knight;Dragoon;Gunbreaker;Machinist;Monk;Ninja;Paladin;Pictomancer;Reaper;Red Mage;Sage;Samurai;Scholar;Summoner;Viper;Warrior;White Mage,0,29056,Action,False,True
自愈,Recuperate,能力,Ability,AST;BLM;BRD;DNC;DRG;DRK;GNB;MCH;MNK;NIN;PCT;PLD;RDM;RPR;SAM;SCH;SGE;SMN;VPR;WAR;WHM,占星术士;召唤师;吟游诗人;学者;忍者;战士;暗黑骑士;机工士;武僧;武士;白魔法师;绘灵法师;绝枪战士;舞者;蝰蛇剑士;贤者;赤魔法师;钐镰客;骑士;黑魔法师;龙骑士,Astrologian;Bard;Black Mage;Dancer;Dark Knight;Dragoon;Gunbreaker;Machinist;Monk;Ninja;Paladin;Pictomancer;Reaper;Red Mage;Sage;Samurai;Scholar;Summoner;Viper;Warrior;White Mage,0,29711,Action,False,True
冲刺,Sprint,能力,Ability,AST;BLM;BRD;DNC;DRG;DRK;GNB;MCH;MNK;NIN;PCT;PLD;RDM;RPR;SAM;SCH;SGE;SMN;VPR;WAR;WHM,占星术士;召唤师;吟游诗人;学者;忍者;战士;暗黑骑士;机工士;武僧;武士;白魔法师;绘灵法师;绝枪战士;舞者;蝰蛇剑士;贤者;赤魔法师;钐镰客;骑士;黑魔法师;龙骑士,Astrologian;Bard;Black Mage;Dancer;Dark Knight;Dragoon;Gunbreaker;Machinist;Monk;Ninja;Paladin;Pictomancer;Reaper;Red Mage;Sage;Samurai;Scholar;Summoner;Viper;Warrior;White Mage,0,29057,Action,False,True
军用圣灵药,Standard-issue Elixir,能力,Ability,AST;BLM;BRD;DNC;DRG;DRK;GNB;MCH;MNK;NIN;PCT;PLD;RDM;RPR;SAM;SCH;SGE;SMN;VPR;WAR;WHM,占星术士;召唤师;吟游诗人;学者;忍者;战士;暗黑骑士;机工士;武僧;武士;白魔法师;绘灵法师;绝枪战士;舞者;蝰蛇剑士;贤者;赤魔法师;钐镰客;骑士;黑魔法师;龙骑士,Astrologian;Bard;Black Mage;Dancer;Dark Knight;Dragoon;Gunbreaker;Machinist;Monk;Ninja;Paladin;Pictomancer;Reaper;Red Mage;Sage;Samurai;Scholar;Summoner;Viper;Warrior;White Mage,0,29055,Action,False,True
沉静,Repose,魔法,Spell,AST;CNJ;SCH;SGE;WHM,占星术士;学者;幻术师;白魔法师;贤者,Astrologian;Conjurer;Sage;Scholar;White Mage,8,16560,Action,True,False
康复,Esuna,魔法,Spell,AST;CNJ;SCH;SGE;WHM,占星术士;学者;幻术师;白魔法师;贤者,Astrologian;Conjurer;Sage;Scholar;White Mage,10,7568,Action,True,False
营救,Rescue,能力,Ability,AST;CNJ;SCH;SGE;WHM,占星术士;学者;幻术师;白魔法师;贤者,Astrologian;Conjurer;Sage;Scholar;White Mage,48,7571,Action,True,False
净化,Purify,能力,Ability,AST;SCH;SGE;WHM,占星术士;学者;白魔法师;贤者,Astrologian;Sage;Scholar;White Mage,0,1584,Action,False,False
以太步,Aetherial Manipulation,能力,Ability,BLM,黑魔法师,Black Mage,0,29660,Action,False,True
冰结,Blizzard,魔法,Spell,BLM,黑魔法师,Black Mage,0,29653,Action,False,True
磁暴,Burst,魔法,Spell,BLM,黑魔法师,Black Mage,0,29657,Action,False,True
元素天赋,Elemental Weave,能力,Ability,BLM,黑魔法师,Black Mage,0,41475,Action,False,True
火炎,Fire,魔法,Spell,BLM,黑魔法师,Black Mage,0,29649,Action,False,True
昏沉,Lethargy,能力,Ability,BLM,黑魔法师,Black Mage,0,41510,Action,False,True
悖论,Paradox,魔法,Spell,BLM,黑魔法师,Black Mage,0,29663,Action,False,True
灵魂共鸣,Soul Resonance,极限技,Limit Break,BLM,黑魔法师,Black Mage,0,29662,Action,False,True
异言,Xenoglossy,魔法,Spell,BLM,黑魔法师,Black Mage,0,29658,Action,False,True
魔泉,Manafont,能力,Ability,BLM,黑魔法师,Black Mage,30,158,Action,False,False
冰封,Blizzard III,魔法,Spell,BLM,黑魔法师,Black Mage,35,154,Action,False,False
灵极魂,Umbral Soul,魔法,Spell,BLM,黑魔法师,Black Mage,35,16506,Action,False,False
玄冰,Freeze,魔法,Spell,BLM,黑魔法师,Black Mage,40,159,Action,False,False
暴雷,Thunder III,魔法,Spell,BLM,黑魔法师,Black Mage,45,153,Action,False,False
核爆,Flare,魔法,Spell,BLM,黑魔法师,Black Mage,50,162,Action,False,False
黑魔纹,Ley Lines,能力,Ability,BLM,黑魔法师,Black Mage,52,3573,Action,False,False
冰澈,Blizzard IV,魔法,Spell,BLM,黑魔法师,Black Mage,58,3576,Action,False,False
炽炎,Fire IV,魔法,Spell,BLM,黑魔法师,Black Mage,60,3577,Action,False,False
魔纹步,Between the Lines,能力,Ability,BLM,黑魔法师,Black Mage,62,7419,Action,False,False
霹雷,Thunder IV,魔法,Spell,BLM,黑魔法师,Black Mage,64,7420,Action,False,False
三连咏唱,Triplecast,能力,Ability,BLM,黑魔法师,Black Mage,66,7421,Action,False,False
秽浊,Foul,魔法,Spell,BLM,黑魔法师,Black Mage,70,7422,Action,False,False
绝望,Despair,魔法,Spell,BLM,黑魔法师,Black Mage,72,16505,Action,False,False
异言,Xenoglossy,魔法,Spell,BLM,黑魔法师,Black Mage,80,16507,Action,False,False
高冰冻,High Blizzard II,魔法,Spell,BLM,黑魔法师,Black Mage,82,25795,Action,False,False
高烈炎,High Fire II,魔法,Spell,BLM,黑魔法师,Black Mage,82,25794,Action,False,False
详述,Amplifier,能力,Ability,BLM,黑魔法师,Black Mage,86,25796,Action,False,False
悖论,Paradox,魔法,Spell,BLM,黑魔法师,Black Mage,90,25797,Action,False,False
高闪雷,High Thunder,魔法,Spell,BLM,黑魔法师,Black Mage,92,36986,Action,False,False
高震雷,High Thunder II,魔法,Spell,BLM,黑魔法师,Black Mage,92,36987,Action,False,False
魔纹重置,Retrace,能力,Ability,BLM,黑魔法师,Black Mage,96,36988,Action,False,False
耀星,Flare Star,魔法,Spell,BLM,黑魔法师,Black Mage,100,36989,Action,False,False
千针刺,1000 Needles,魔法,Spell,BLU,青魔法师,Blue Mage,1,11397,Action,False,False
4星吨,4-tonze Weight,魔法,Spell,BLU,青魔法师,Blue Mage,1,11384,Action,False,False
深渊贯穿,Abyssal Transfixion,魔法,Spell,BLU,青魔法师,Blue Mage,1,18300,Action,False,False
橡果炸弹,Acorn Bomb,魔法,Spell,BLU,青魔法师,Blue Mage,1,11392,Action,False,False
以太火花,Aetherial Spark,魔法,Spell,BLU,青魔法师,Blue Mage,1,23281,Action,False,False
以太复制,Aetheric Mimicry,魔法,Spell,BLU,青魔法师,Blue Mage,1,18322;19238;19239;19240,Action,False,False
高山气流,Alpine Draft,魔法,Spell,BLU,青魔法师,Blue Mage,1,18295,Action,False,False
天使低语,Angel Whisper,魔法,Spell,BLU,青魔法师,Blue Mage,1,18317,Action,False,False
天使的点心,Angel's Snack,魔法,Spell,BLU,青魔法师,Blue Mage,1,23272,Action,False,False
启示录,Apokalypsis,能力,Ability,BLU,青魔法师,Blue Mage,1,34581,Action,False,False
水流吐息,Aqua Breath,魔法,Spell,BLU,青魔法师,Blue Mage,1,11390,Action,False,False
防御指示,Avail,魔法,Spell,BLU,青魔法师,Blue Mage,1,18306,Action,False,False
臭气,Bad Breath,魔法,Spell,BLU,青魔法师,Blue Mage,1,11388,Action,False,False
斗争本能,Basic Instinct,魔法,Spell,BLU,青魔法师,Blue Mage,1,23276,Action,False,False
终有一死,Being Mortal,能力,Ability,BLU,青魔法师,Blue Mage,1,34582,Action,False,False
黑骑士之旅,Black Knight's Tour,魔法,Spell,BLU,青魔法师,Blue Mage,1,18311,Action,False,False
冰焰,Blaze,魔法,Spell,BLU,青魔法师,Blue Mage,1,23278,Action,False,False
吸血,Blood Drain,魔法,Spell,BLU,青魔法师,Blue Mage,1,11395,Action,False,False
投弹,Bomb Toss,魔法,Spell,BLU,青魔法师,Blue Mage,1,11396,Action,False,False
如意大旋风,Both Ends,能力,Ability,BLU,青魔法师,Blue Mage,1,23287,Action,False,False
魔法吐息,Breath of Magic,魔法,Spell,BLU,青魔法师,Blue Mage,1,34567,Action,False,False
怒发冲冠,Bristle,魔法,Spell,BLU,青魔法师,Blue Mage,1,11393,Action,False,False
仙人盾,Cactguard,魔法,Spell,BLU,青魔法师,Blue Mage,1,18315,Action,False,False
糖果手杖,Candy Cane,魔法,Spell,BLU,青魔法师,Blue Mage,1,34578,Action,False,False
玄结界,Chelonian Gate,魔法,Spell,BLU,青魔法师,Blue Mage,1,23273,Action,False,False
唧唧咋咋,Chirp,魔法,Spell,BLU,青魔法师,Blue Mage,1,18301,Action,False,False
陆行鸟陨石,Choco Meteor,魔法,Spell,BLU,青魔法师,Blue Mage,1,23284,Action,False,False
彻骨雾寒,Cold Fog,魔法,Spell,BLU,青魔法师,Blue Mage,1,23267,Action,False,False
小侦测,Condensed Libra,魔法,Spell,BLU,青魔法师,Blue Mage,1,18321,Action,False,False
加强信音,Conviction Marcato,魔法,Spell,BLU,青魔法师,Blue Mage,1,34574,Action,False,False
大扫除,Deep Clean,魔法,Spell,BLU,青魔法师,Blue Mage,1,34570,Action,False,False
捕食,Devour,魔法,Spell,BLU,青魔法师,Blue Mage,1,18320,Action,False,False
超硬化,Diamondback,魔法,Spell,BLU,青魔法师,Blue Mage,1,11424,Action,False,False
空间转换,Dimensional Shift,魔法,Spell,BLU,青魔法师,Blue Mage,1,34573,Action,False,False
魔之符文,Divination Rune,魔法,Spell,BLU,青魔法师,Blue Mage,1,34572,Action,False,False
玄天武水壁,Divine Cataract,魔法,Spell,BLU,青魔法师,Blue Mage,1,23274,Action,False,False
死亡宣告,Doom,魔法,Spell,BLU,青魔法师,Blue Mage,1,11416,Action,False,False
龙之力,Dragon Force,魔法,Spell,BLU,青魔法师,Blue Mage,1,23280,Action,False,False
钻头炮,Drill Cannons,魔法,Spell,BLU,青魔法师,Blue Mage,1,11398,Action,False,False
怪音波,Eerie Soundwave,魔法,Spell,BLU,青魔法师,Blue Mage,1,18302,Action,False,False
生物电,Electrogenesis,魔法,Spell,BLU,青魔法师,Blue Mage,1,18298,Action,False,False
地火喷发,Eruption,能力,Ability,BLU,青魔法师,Blue Mage,1,11427,Action,False,False
蜕皮,Exuviation,魔法,Spell,BLU,青魔法师,Blue Mage,1,18318,Action,False,False
拍掌,Faze,魔法,Spell,BLU,青魔法师,Blue Mage,1,11403,Action,False,False
飞翎雨,Feather Rain,能力,Ability,BLU,青魔法师,Blue Mage,1,11426,Action,False,False
污泥泼洒,Feculent Flood,魔法,Spell,BLU,青魔法师,Blue Mage,1,23271,Action,False,False
终极针,Final Sting,魔法,Spell,BLU,青魔法师,Blue Mage,1,11407,Action,False,False
火投枪,Fire Angon,魔法,Spell,BLU,青魔法师,Blue Mage,1,11425,Action,False,False
火炎放射,Flame Thrower,魔法,Spell,BLU,青魔法师,Blue Mage,1,11402,Action,False,False
狂乱,Flying Frenzy,魔法,Spell,BLU,青魔法师,Blue Mage,1,11389,Action,False,False
投掷沙丁鱼,Flying Sardine,魔法,Spell,BLU,青魔法师,Blue Mage,1,11423,Action,False,False
力场,Force Field,魔法,Spell,BLU,青魔法师,Blue Mage,1,34575,Action,False,False
蛙腿,Frog Legs,魔法,Spell,BLU,青魔法师,Blue Mage,1,18307,Action,False,False
冰雪乱舞,Glass Dance,能力,Ability,BLU,青魔法师,Blue Mage,1,11430,Action,False,False
怒视,Glower,魔法,Spell,BLU,青魔法师,Blue Mage,1,11404,Action,False,False
哥布林乱拳,Goblin Punch,魔法,Spell,BLU,青魔法师,Blue Mage,1,34563,Action,False,False
哥布防御,Gobskin,魔法,Spell,BLU,青魔法师,Blue Mage,1,18304,Action,False,False
高压电流,High Voltage,魔法,Spell,BLU,青魔法师,Blue Mage,1,11387,Action,False,False
水力吸引,Hydro Pull,魔法,Spell,BLU,青魔法师,Blue Mage,1,23282,Action,False,False
冰棘屏障,Ice Spikes,魔法,Spell,BLU,青魔法师,Blue Mage,1,11418,Action,False,False
喷墨,Ink Jet,魔法,Spell,BLU,青魔法师,Blue Mage,1,11422,Action,False,False
正义飞踢,J Kick,能力,Ability,BLU,青魔法师,Blue Mage,1,18325,Action,False,False
寒光,Kaltstrahl,魔法,Spell,BLU,青魔法师,Blue Mage,1,18299,Action,False,False
激射眼,Laser Eye,魔法,Spell,BLU,青魔法师,Blue Mage,1,34577,Action,False,False
火箭炮,Launcher,魔法,Spell,BLU,青魔法师,Blue Mage,1,18313,Action,False,False
5级即死,Level 5 Death,魔法,Spell,BLU,青魔法师,Blue Mage,1,18312,Action,False,False
5级石化,Level 5 Petrify,魔法,Spell,BLU,青魔法师,Blue Mage,1,11414,Action,False,False
若隐若现,Loom,魔法,Spell,BLU,青魔法师,Blue Mage,1,11401,Action,False,False
魔法锤,Magic Hammer,魔法,Spell,BLU,青魔法师,Blue Mage,1,18305,Action,False,False
水脉诅咒,Malediction of Water,魔法,Spell,BLU,青魔法师,Blue Mage,1,23283,Action,False,False
马特拉魔术,Matra Magic,魔法,Spell,BLU,青魔法师,Blue Mage,1,23285,Action,False,False
强力守护,Mighty Guard,魔法,Spell,BLU,青魔法师,Blue Mage,1,11417,Action,False,False
精神冲击,Mind Blast,魔法,Spell,BLU,青魔法师,Blue Mage,1,11394,Action,False,False
导弹,Missile,魔法,Spell,BLU,青魔法师,Blue Mage,1,11405,Action,False,False
月之笛,Moon Flute,魔法,Spell,BLU,青魔法师,Blue Mage,1,11415,Action,False,False
必灭之炎,Mortal Flame,魔法,Spell,BLU,青魔法师,Blue Mage,1,34579,Action,False,False
芥末爆弹,Mustard Bomb,魔法,Spell,BLU,青魔法师,Blue Mage,1,23279,Action,False,False
月下彼岸花,Nightbloom,能力,Ability,BLU,青魔法师,Blue Mage,1,23290,Action,False,False
狂风暴雪,Northerlies,魔法,Spell,BLU,青魔法师,Blue Mage,1,18297,Action,False,False
破防,Off-guard,魔法,Spell,BLU,青魔法师,Blue Mage,1,11411,Action,False,False
玩泥球,Peat Pelt,魔法,Spell,BLU,青魔法师,Blue Mage,1,34569,Action,False,False
惊奇光,Peculiar Light,魔法,Spell,BLU,青魔法师,Blue Mage,1,11421,Action,False,False
生成外设,Peripheral Synthesis,魔法,Spell,BLU,青魔法师,Blue Mage,1,23286,Action,False,False
永恒射线,Perpetual Ray,魔法,Spell,BLU,青魔法师,Blue Mage,1,18314,Action,False,False
鬼宿脚,Phantom Flurry,能力,Ability,BLU,青魔法师,Blue Mage,1,23288;23289,Action,False,False
平原震裂,Plaincracker,魔法,Spell,BLU,青魔法师,Blue Mage,1,11391,Action,False,False
绒绒治疗,Pom Cure,魔法,Spell,BLU,青魔法师,Blue Mage,1,18303,Action,False,False
万变水波,Protean Wave,魔法,Spell,BLU,青魔法师,Blue Mage,1,18296,Action,False,False
类星体,Quasar,能力,Ability,BLU,青魔法师,Blue Mage,1,18324,Action,False,False
逆流,Reflux,魔法,Spell,BLU,青魔法师,Blue Mage,1,18319,Action,False,False
补水,Rehydration,魔法,Spell,BLU,青魔法师,Blue Mage,1,34566,Action,False,False
复仇冲击,Revenge Blast,魔法,Spell,BLU,青魔法师,Blue Mage,1,18316,Action,False,False
大回旋,Right Round,魔法,Spell,BLU,青魔法师,Blue Mage,1,34564,Action,False,False
红宝石电圈,Ruby Dynamics,魔法,Spell,BLU,青魔法师,Blue Mage,1,34571,Action,False,False
圣光射线,Saintly Beam,魔法,Spell,BLU,青魔法师,Blue Mage,1,23270,Action,False,False
刺阵,Schiltron,魔法,Spell,BLU,青魔法师,Blue Mage,1,34565,Action,False,False
咕噜咕噜,Sea Shanty,能力,Ability,BLU,青魔法师,Blue Mage,1,34580,Action,False,False
自爆,Self-destruct,魔法,Spell,BLU,青魔法师,Blue Mage,1,11408,Action,False,False
锋利菜刀,Sharpened Knife,魔法,Spell,BLU,青魔法师,Blue Mage,1,11400,Action,False,False
轰雷,Shock Strike,能力,Ability,BLU,青魔法师,Blue Mage,1,11429,Action,False,False
鼻息,Snort,魔法,Spell,BLU,青魔法师,Blue Mage,1,11383,Action,False,False
苦闷之歌,Song of Torment,魔法,Spell,BLU,青魔法师,Blue Mage,1,11386,Action,False,False
音爆,Sonic Boom,魔法,Spell,BLU,青魔法师,Blue Mage,1,18308,Action,False,False
滑舌,Sticky Tongue,魔法,Spell,BLU,青魔法师,Blue Mage,1,11412,Action,False,False
赞歌,Stotram,魔法,Spell,BLU,青魔法师,Blue Mage,1,23269;23416,Action,False,False
穿甲散弹,Surpanakha,能力,Ability,BLU,青魔法师,Blue Mage,1,18323,Action,False,False
螺旋尾,Tail Screw,魔法,Spell,BLU,青魔法师,Blue Mage,1,11413,Action,False,False
掀地板之术,Tatami-gaeshi,魔法,Spell,BLU,青魔法师,Blue Mage,1,23266,Action,False,False
斗灵弹,The Rose of Destruction,魔法,Spell,BLU,青魔法师,Blue Mage,1,23275,Action,False,False
哔哩哔哩,Tingle,魔法,Spell,BLU,青魔法师,Blue Mage,1,23265,Action,False,False
油性分泌物,Toad Oil,魔法,Spell,BLU,青魔法师,Blue Mage,1,11410,Action,False,False
融合,Transfusion,魔法,Spell,BLU,青魔法师,Blue Mage,1,11409,Action,False,False
渔叉三段,Triple Trident,魔法,Spell,BLU,青魔法师,Blue Mage,1,23264,Action,False,False
超振动,Ultravibration,魔法,Spell,BLU,青魔法师,Blue Mage,1,23277,Action,False,False
水神的面纱,Veil of the Whorl,能力,Ability,BLU,青魔法师,Blue Mage,1,11431,Action,False,False
水炮,Water Cannon,魔法,Spell,BLU,青魔法师,Blue Mage,1,11385,Action,False,False
口笛,Whistle,魔法,Spell,BLU,青魔法师,Blue Mage,1,18309,Action,False,False
冰雾,White Death,魔法,Spell,BLU,青魔法师,Blue Mage,1,23268,Action,False,False
白骑士之旅,White Knight's Tour,魔法,Spell,BLU,青魔法师,Blue Mage,1,18310,Action,False,False
白风,White Wind,魔法,Spell,BLU,青魔法师,Blue Mage,1,11406,Action,False,False
兽魂的愤怒,Wild Rage,魔法,Spell,BLU,青魔法师,Blue Mage,1,34568,Action,False,False
断罪飞翔,Winged Reprobation,魔法,Spell,BLU,青魔法师,Blue Mage,1,34576,Action,False,False
雷电咆哮,the Dragon's Voice,魔法,Spell,BLU,青魔法师,Blue Mage,1,11420,Action,False,False
诡异视线,the Look,魔法,Spell,BLU,青魔法师,Blue Mage,1,11399,Action,False,False
寒冰咆哮,the Ram's Voice,魔法,Spell,BLU,青魔法师,Blue Mage,1,11419,Action,False,False
山崩,Mountain Buster,能力,Ability,BLU;SMN,召唤师;青魔法师,Blue Mage;Summoner,1;86,25836;11428,Action,False,False
绝峰箭,Apex Arrow,战技,Weaponskill,BRD,吟游诗人,Bard,0,29393,Action,False,True
英雄的幻想曲,Final Fantasia,极限技,Limit Break,BRD,吟游诗人,Bard,0,29401,Action,False,True
和弦箭,Harmonic Arrow,战技,Weaponskill,BRD,吟游诗人,Bard,0,41464,Action,False,True
强劲射击,Powerful Shot,战技,Weaponskill,BRD,吟游诗人,Bard,0,29391,Action,False,True
后跃射击,Repelling Shot,能力,Ability,BRD,吟游诗人,Bard,0,29399,Action,False,True
默者的夜曲,Silent Nocturne,能力,Ability,BRD,吟游诗人,Bard,0,29395,Action,False,True
光阴神的礼赞凯歌,the Warden's Paean,能力,Ability,BRD,吟游诗人,Bard,0,29400,Action,False,True
贤者的叙事谣,Mage's Ballad,能力,Ability,BRD,吟游诗人,Bard,30,114,Action,False,False
光阴神的礼赞凯歌,the Warden's Paean,能力,Ability,BRD,吟游诗人,Bard,35,3561,Action,False,False
军神的赞美歌,Army's Paeon,能力,Ability,BRD,吟游诗人,Bard,40,116,Action,False,False
死亡箭雨,Rain of Death,能力,Ability,BRD,吟游诗人,Bard,45,117,Action,False,False
战斗之声,Battle Voice,能力,Ability,BRD,吟游诗人,Bard,50,118,Action,False,False
完美音调,Pitch Perfect,能力,Ability,BRD,吟游诗人,Bard,52,7404,Action,False,False
放浪神的小步舞曲,the Wanderer's Minuet,能力,Ability,BRD,吟游诗人,Bard,52,3559,Action,False,False
九天连箭,Empyreal Arrow,能力,Ability,BRD,吟游诗人,Bard,54,3558,Action,False,False
伶牙俐齿,Iron Jaws,战技,Weaponskill,BRD,吟游诗人,Bard,56,3560,Action,False,False
侧风诱导箭,Sidewinder,能力,Ability,BRD,吟游诗人,Bard,60,3562,Action,False,False
行吟,Troubadour,能力,Ability,BRD,吟游诗人,Bard,62,7405,Action,False,False
烈毒咬箭,Caustic Bite,战技,Weaponskill,BRD,吟游诗人,Bard,64,7406,Action,False,False
狂风蚀箭,Stormbite,战技,Weaponskill,BRD,吟游诗人,Bard,64,7407,Action,False,False
大地神的抒情恋歌,Nature's Minne,能力,Ability,BRD,吟游诗人,Bard,66,7408,Action,False,False
辉煌箭,Refulgent Arrow,战技,Weaponskill,BRD,吟游诗人,Bard,70,7409,Action,False,False
影噬箭,Shadowbite,战技,Weaponskill,BRD,吟游诗人,Bard,72,16494,Action,False,False
爆发射击,Burst Shot,战技,Weaponskill,BRD,吟游诗人,Bard,76,16495,Action,False,False
绝峰箭,Apex Arrow,战技,Weaponskill,BRD,吟游诗人,Bard,80,16496,Action,False,False
百首龙牙箭,Ladonsbite,战技,Weaponskill,BRD,吟游诗人,Bard,82,25783,Action,False,False
爆破箭,Blast Arrow,战技,Weaponskill,BRD,吟游诗人,Bard,86,25784,Action,False,False
光明神的最终乐章,Radiant Finale,能力,Ability,BRD,吟游诗人,Bard,90,25785,Action,False,False
碎心箭,Heartbreak Shot,能力,Ability,BRD,吟游诗人,Bard,92,36975,Action,False,False
共鸣箭,Resonant Arrow,战技,Weaponskill,BRD,吟游诗人,Bard,96,36976,Action,False,False
光明神的返场余音,Radiant Encore,战技,Weaponskill,BRD,吟游诗人,Bard,100,36977,Action,False,False
三角测量,Triangulate,能力,Ability,BTN,园艺工,Botanist,1,210,Action,True,False
树木之声,Arbor Call,能力,Ability,BTN,园艺工,Botanist,3,211,Action,True,False
环境探知,Field Mastery,采集能力,DoL Ability,BTN,园艺工,Botanist,4,218,Action,False,False
树木之声II,Arbor Call II,能力,Ability,BTN,园艺工,Botanist,5,290,Action,True,False
环境探知II,Field Mastery II,采集能力,DoL Ability,BTN,园艺工,Botanist,5,220,Action,False,False
环境探知III,Field Mastery III,采集能力,DoL Ability,BTN,园艺工,Botanist,10,294,Action,False,False
沃土的馈赠I,Pioneer's Gift I,采集能力,DoL Ability,BTN,园艺工,Botanist,15,21178,Action,False,False
植被专精,Flora Mastery,采集能力,DoL Ability,BTN,园艺工,Botanist,23,4086,Action,False,False
丰收,Bountiful Harvest,采集能力,DoL Ability,BTN,园艺工,Botanist,24,4087,Action,False,False
农夫之智,Ageless Words,采集能力,DoL Ability,BTN,园艺工,Botanist,25,215,Action,False,False
