source_sheet,action_id,cn_name,en_name,action_category_cn,action_category_en,classjob_id,classjob_category_id,level,job_abbrs,job_names_cn,job_names_en,is_role_action,is_player_action,is_pvp
CraftAction,100411,上级加工,Advanced Touch,制作能力,DoH Ability,8,9,68,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100387,闲静,Reflect,制作能力,DoH Ability,8,9,69,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100299,坯料加工,Preparatory Touch,制作能力,DoH Ability,8,9,71,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100403,坯料制作,Groundwork,制作能力,DoH Ability,8,9,72,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100323,精密制作,Delicate Synthesis,制作能力,DoH Ability,8,9,76,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100315,集中制作,Intensive Synthesis,制作能力,DoH Ability,8,9,78,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100283,工匠的神速技巧,Trained Eye,制作能力,DoH Ability,8,9,80,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100419,专心致志,Heart and Soul,制作能力,DoH Ability,8,9,86,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100427,俭约制作,Prudent Synthesis,制作能力,DoH Ability,8,9,88,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100435,工匠的神技,Trained Finesse,制作能力,DoH Ability,8,9,90,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100443,精炼加工,Refined Touch,制作能力,DoH Ability,8,9,92,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100451,冒进,Daring Touch,制作能力,DoH Ability,0,9,96,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100459,快速改革,Quick Innovation,制作能力,DoH Ability,8,9,96,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100467,巧夺天工,Immaculate Mend,制作能力,DoH Ability,8,9,98,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100475,工匠的绝技,Trained Perfection,制作能力,DoH Ability,8,9,100,CRP,刻木匠,Carpenter,False,True,False
CraftAction,100015,制作,Basic Synthesis,制作能力,DoH Ability,9,10,1,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100016,加工,Basic Touch,制作能力,DoH Ability,9,10,5,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100017,精修,Master's Mend,制作能力,DoH Ability,9,10,7,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100356,仓促,Hasty Touch,制作能力,DoH Ability,9,10,9,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100364,高速制作,Rapid Synthesis,制作能力,DoH Ability,9,10,9,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100023,观察,Observe,制作能力,DoH Ability,9,10,13,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100372,秘诀,Tricks of the Trade,制作能力,DoH Ability,9,10,13,BSM,锻铁匠,Blacksmith,False,True,False
Action,19298,崇敬,Veneration,制作能力,DoH Ability,9,10,15,BSM,锻铁匠,Blacksmith,False,True,False
Action,4632,俭约,Waste Not,制作能力,DoH Ability,9,10,15,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100018,中级加工,Standard Touch,制作能力,DoH Ability,9,10,18,BSM,锻铁匠,Blacksmith,False,True,False
Action,261,阔步,Great Strides,制作能力,DoH Ability,9,10,21,BSM,锻铁匠,Blacksmith,False,True,False
Action,19005,改革,Innovation,制作能力,DoH Ability,9,10,26,BSM,锻铁匠,Blacksmith,False,True,False
Action,19013,最终确认,Final Appraisal,制作能力,DoH Ability,9,10,42,BSM,锻铁匠,Blacksmith,False,True,False
Action,4640,长期俭约,Waste Not II,制作能力,DoH Ability,9,10,47,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100340,比尔格的祝福,Byregot's Blessing,制作能力,DoH Ability,9,10,50,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100129,集中加工,Precise Touch,制作能力,DoH Ability,9,10,53,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100380,坚信,Muscle Memory,制作能力,DoH Ability,9,10,54,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100396,设计变动,Careful Observation,制作能力,DoH Ability,9,10,55,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100204,模范制作,Careful Synthesis,制作能力,DoH Ability,9,10,62,BSM,锻铁匠,Blacksmith,False,True,False
Action,4575,掌握,Manipulation,制作能力,DoH Ability,9,10,65,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100228,俭约加工,Prudent Touch,制作能力,DoH Ability,9,10,66,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100412,上级加工,Advanced Touch,制作能力,DoH Ability,9,10,68,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100388,闲静,Reflect,制作能力,DoH Ability,9,10,69,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100300,坯料加工,Preparatory Touch,制作能力,DoH Ability,9,10,71,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100404,坯料制作,Groundwork,制作能力,DoH Ability,9,10,72,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100324,精密制作,Delicate Synthesis,制作能力,DoH Ability,9,10,76,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100316,集中制作,Intensive Synthesis,制作能力,DoH Ability,9,10,78,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100284,工匠的神速技巧,Trained Eye,制作能力,DoH Ability,9,10,80,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100420,专心致志,Heart and Soul,制作能力,DoH Ability,9,10,86,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100428,俭约制作,Prudent Synthesis,制作能力,DoH Ability,9,10,88,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100436,工匠的神技,Trained Finesse,制作能力,DoH Ability,9,10,90,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100444,精炼加工,Refined Touch,制作能力,DoH Ability,9,10,92,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100452,冒进,Daring Touch,制作能力,DoH Ability,0,10,96,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100460,快速改革,Quick Innovation,制作能力,DoH Ability,9,10,96,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100468,巧夺天工,Immaculate Mend,制作能力,DoH Ability,9,10,98,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100476,工匠的绝技,Trained Perfection,制作能力,DoH Ability,9,10,100,BSM,锻铁匠,Blacksmith,False,True,False
CraftAction,100030,制作,Basic Synthesis,制作能力,DoH Ability,10,11,1,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100031,加工,Basic Touch,制作能力,DoH Ability,10,11,5,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100032,精修,Master's Mend,制作能力,DoH Ability,10,11,7,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100357,仓促,Hasty Touch,制作能力,DoH Ability,10,11,9,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100365,高速制作,Rapid Synthesis,制作能力,DoH Ability,10,11,9,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100040,观察,Observe,制作能力,DoH Ability,10,11,13,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100373,秘诀,Tricks of the Trade,制作能力,DoH Ability,10,11,13,ARM,铸甲匠,Armorer,False,True,False
Action,19299,崇敬,Veneration,制作能力,DoH Ability,10,11,15,ARM,铸甲匠,Armorer,False,True,False
Action,4633,俭约,Waste Not,制作能力,DoH Ability,10,11,15,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100034,中级加工,Standard Touch,制作能力,DoH Ability,10,11,18,ARM,铸甲匠,Armorer,False,True,False
Action,262,阔步,Great Strides,制作能力,DoH Ability,10,11,21,ARM,铸甲匠,Armorer,False,True,False
Action,19006,改革,Innovation,制作能力,DoH Ability,10,11,26,ARM,铸甲匠,Armorer,False,True,False
Action,19014,最终确认,Final Appraisal,制作能力,DoH Ability,10,11,42,ARM,铸甲匠,Armorer,False,True,False
Action,4641,长期俭约,Waste Not II,制作能力,DoH Ability,10,11,47,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100341,比尔格的祝福,Byregot's Blessing,制作能力,DoH Ability,10,11,50,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100130,集中加工,Precise Touch,制作能力,DoH Ability,10,11,53,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100381,坚信,Muscle Memory,制作能力,DoH Ability,10,11,54,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100397,设计变动,Careful Observation,制作能力,DoH Ability,10,11,55,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100205,模范制作,Careful Synthesis,制作能力,DoH Ability,10,11,62,ARM,铸甲匠,Armorer,False,True,False
Action,4576,掌握,Manipulation,制作能力,DoH Ability,10,11,65,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100229,俭约加工,Prudent Touch,制作能力,DoH Ability,10,11,66,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100413,上级加工,Advanced Touch,制作能力,DoH Ability,10,11,68,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100389,闲静,Reflect,制作能力,DoH Ability,10,11,69,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100301,坯料加工,Preparatory Touch,制作能力,DoH Ability,10,11,71,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100405,坯料制作,Groundwork,制作能力,DoH Ability,10,11,72,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100325,精密制作,Delicate Synthesis,制作能力,DoH Ability,10,11,76,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100317,集中制作,Intensive Synthesis,制作能力,DoH Ability,10,11,78,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100285,工匠的神速技巧,Trained Eye,制作能力,DoH Ability,10,11,80,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100421,专心致志,Heart and Soul,制作能力,DoH Ability,10,11,86,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100429,俭约制作,Prudent Synthesis,制作能力,DoH Ability,10,11,88,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100437,工匠的神技,Trained Finesse,制作能力,DoH Ability,10,11,90,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100445,精炼加工,Refined Touch,制作能力,DoH Ability,10,11,92,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100453,冒进,Daring Touch,制作能力,DoH Ability,0,11,96,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100461,快速改革,Quick Innovation,制作能力,DoH Ability,10,11,96,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100469,巧夺天工,Immaculate Mend,制作能力,DoH Ability,10,11,98,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100477,工匠的绝技,Trained Perfection,制作能力,DoH Ability,10,11,100,ARM,铸甲匠,Armorer,False,True,False
CraftAction,100075,制作,Basic Synthesis,制作能力,DoH Ability,11,12,1,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100076,加工,Basic Touch,制作能力,DoH Ability,11,12,5,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100077,精修,Master's Mend,制作能力,DoH Ability,11,12,7,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100358,仓促,Hasty Touch,制作能力,DoH Ability,11,12,9,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100366,高速制作,Rapid Synthesis,制作能力,DoH Ability,11,12,9,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100082,观察,Observe,制作能力,DoH Ability,11,12,13,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100374,秘诀,Tricks of the Trade,制作能力,DoH Ability,11,12,13,GSM,雕金匠,Goldsmith,False,True,False
Action,19300,崇敬,Veneration,制作能力,DoH Ability,11,12,15,GSM,雕金匠,Goldsmith,False,True,False
Action,4634,俭约,Waste Not,制作能力,DoH Ability,11,12,15,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100078,中级加工,Standard Touch,制作能力,DoH Ability,11,12,18,GSM,雕金匠,Goldsmith,False,True,False
Action,263,阔步,Great Strides,制作能力,DoH Ability,11,12,21,GSM,雕金匠,Goldsmith,False,True,False
Action,19007,改革,Innovation,制作能力,DoH Ability,11,12,26,GSM,雕金匠,Goldsmith,False,True,False
Action,19015,最终确认,Final Appraisal,制作能力,DoH Ability,11,12,42,GSM,雕金匠,Goldsmith,False,True,False
Action,4642,长期俭约,Waste Not II,制作能力,DoH Ability,11,12,47,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100342,比尔格的祝福,Byregot's Blessing,制作能力,DoH Ability,11,12,50,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100131,集中加工,Precise Touch,制作能力,DoH Ability,11,12,53,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100382,坚信,Muscle Memory,制作能力,DoH Ability,11,12,54,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100398,设计变动,Careful Observation,制作能力,DoH Ability,11,12,55,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100206,模范制作,Careful Synthesis,制作能力,DoH Ability,11,12,62,GSM,雕金匠,Goldsmith,False,True,False
Action,4577,掌握,Manipulation,制作能力,DoH Ability,11,12,65,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100230,俭约加工,Prudent Touch,制作能力,DoH Ability,11,12,66,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100414,上级加工,Advanced Touch,制作能力,DoH Ability,11,12,68,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100390,闲静,Reflect,制作能力,DoH Ability,11,12,69,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100302,坯料加工,Preparatory Touch,制作能力,DoH Ability,11,12,71,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100406,坯料制作,Groundwork,制作能力,DoH Ability,11,12,72,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100326,精密制作,Delicate Synthesis,制作能力,DoH Ability,11,12,76,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100318,集中制作,Intensive Synthesis,制作能力,DoH Ability,11,12,78,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100286,工匠的神速技巧,Trained Eye,制作能力,DoH Ability,11,12,80,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100422,专心致志,Heart and Soul,制作能力,DoH Ability,11,12,86,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100430,俭约制作,Prudent Synthesis,制作能力,DoH Ability,11,12,88,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100438,工匠的神技,Trained Finesse,制作能力,DoH Ability,11,12,90,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100446,精炼加工,Refined Touch,制作能力,DoH Ability,11,12,92,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100454,冒进,Daring Touch,制作能力,DoH Ability,0,12,96,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100462,快速改革,Quick Innovation,制作能力,DoH Ability,11,12,96,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100470,巧夺天工,Immaculate Mend,制作能力,DoH Ability,11,12,98,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100478,工匠的绝技,Trained Perfection,制作能力,DoH Ability,11,12,100,GSM,雕金匠,Goldsmith,False,True,False
CraftAction,100045,制作,Basic Synthesis,制作能力,DoH Ability,12,13,1,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100046,加工,Basic Touch,制作能力,DoH Ability,12,13,5,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100047,精修,Master's Mend,制作能力,DoH Ability,12,13,7,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100359,仓促,Hasty Touch,制作能力,DoH Ability,12,13,9,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100367,高速制作,Rapid Synthesis,制作能力,DoH Ability,12,13,9,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100053,观察,Observe,制作能力,DoH Ability,12,13,13,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100375,秘诀,Tricks of the Trade,制作能力,DoH Ability,12,13,13,LTW,制革匠,Leatherworker,False,True,False
Action,19301,崇敬,Veneration,制作能力,DoH Ability,12,13,15,LTW,制革匠,Leatherworker,False,True,False
Action,4635,俭约,Waste Not,制作能力,DoH Ability,12,13,15,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100048,中级加工,Standard Touch,制作能力,DoH Ability,12,13,18,LTW,制革匠,Leatherworker,False,True,False
Action,265,阔步,Great Strides,制作能力,DoH Ability,12,13,21,LTW,制革匠,Leatherworker,False,True,False
Action,19008,改革,Innovation,制作能力,DoH Ability,12,13,26,LTW,制革匠,Leatherworker,False,True,False
Action,19016,最终确认,Final Appraisal,制作能力,DoH Ability,12,13,42,LTW,制革匠,Leatherworker,False,True,False
Action,4643,长期俭约,Waste Not II,制作能力,DoH Ability,12,13,47,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100343,比尔格的祝福,Byregot's Blessing,制作能力,DoH Ability,12,13,50,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100132,集中加工,Precise Touch,制作能力,DoH Ability,12,13,53,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100383,坚信,Muscle Memory,制作能力,DoH Ability,12,13,54,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100399,设计变动,Careful Observation,制作能力,DoH Ability,12,13,55,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100207,模范制作,Careful Synthesis,制作能力,DoH Ability,12,13,62,LTW,制革匠,Leatherworker,False,True,False
Action,4578,掌握,Manipulation,制作能力,DoH Ability,12,13,65,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100231,俭约加工,Prudent Touch,制作能力,DoH Ability,12,13,66,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100415,上级加工,Advanced Touch,制作能力,DoH Ability,12,13,68,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100391,闲静,Reflect,制作能力,DoH Ability,12,13,69,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100303,坯料加工,Preparatory Touch,制作能力,DoH Ability,12,13,71,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100407,坯料制作,Groundwork,制作能力,DoH Ability,12,13,72,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100327,精密制作,Delicate Synthesis,制作能力,DoH Ability,12,13,76,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100319,集中制作,Intensive Synthesis,制作能力,DoH Ability,12,13,78,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100287,工匠的神速技巧,Trained Eye,制作能力,DoH Ability,12,13,80,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100423,专心致志,Heart and Soul,制作能力,DoH Ability,12,13,86,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100431,俭约制作,Prudent Synthesis,制作能力,DoH Ability,12,13,88,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100439,工匠的神技,Trained Finesse,制作能力,DoH Ability,12,13,90,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100447,精炼加工,Refined Touch,制作能力,DoH Ability,12,13,92,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100455,冒进,Daring Touch,制作能力,DoH Ability,0,13,96,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100463,快速改革,Quick Innovation,制作能力,DoH Ability,12,13,96,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100471,巧夺天工,Immaculate Mend,制作能力,DoH Ability,12,13,98,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100479,工匠的绝技,Trained Perfection,制作能力,DoH Ability,12,13,100,LTW,制革匠,Leatherworker,False,True,False
CraftAction,100060,制作,Basic Synthesis,制作能力,DoH Ability,13,14,1,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100061,加工,Basic Touch,制作能力,DoH Ability,13,14,5,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100062,精修,Master's Mend,制作能力,DoH Ability,13,14,7,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100360,仓促,Hasty Touch,制作能力,DoH Ability,13,14,9,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100368,高速制作,Rapid Synthesis,制作能力,DoH Ability,13,14,9,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100070,观察,Observe,制作能力,DoH Ability,13,14,13,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100376,秘诀,Tricks of the Trade,制作能力,DoH Ability,13,14,13,WVR,裁衣匠,Weaver,False,True,False
Action,19302,崇敬,Veneration,制作能力,DoH Ability,13,14,15,WVR,裁衣匠,Weaver,False,True,False
Action,4636,俭约,Waste Not,制作能力,DoH Ability,13,14,15,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100064,中级加工,Standard Touch,制作能力,DoH Ability,13,14,18,WVR,裁衣匠,Weaver,False,True,False
Action,264,阔步,Great Strides,制作能力,DoH Ability,13,14,21,WVR,裁衣匠,Weaver,False,True,False
Action,19009,改革,Innovation,制作能力,DoH Ability,13,14,26,WVR,裁衣匠,Weaver,False,True,False
Action,19017,最终确认,Final Appraisal,制作能力,DoH Ability,13,14,42,WVR,裁衣匠,Weaver,False,True,False
Action,4644,长期俭约,Waste Not II,制作能力,DoH Ability,13,14,47,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100344,比尔格的祝福,Byregot's Blessing,制作能力,DoH Ability,13,14,50,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100133,集中加工,Precise Touch,制作能力,DoH Ability,13,14,53,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100384,坚信,Muscle Memory,制作能力,DoH Ability,13,14,54,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100400,设计变动,Careful Observation,制作能力,DoH Ability,13,14,55,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100208,模范制作,Careful Synthesis,制作能力,DoH Ability,13,14,62,WVR,裁衣匠,Weaver,False,True,False
Action,4579,掌握,Manipulation,制作能力,DoH Ability,13,14,65,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100232,俭约加工,Prudent Touch,制作能力,DoH Ability,13,14,66,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100416,上级加工,Advanced Touch,制作能力,DoH Ability,13,14,68,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100392,闲静,Reflect,制作能力,DoH Ability,13,14,69,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100304,坯料加工,Preparatory Touch,制作能力,DoH Ability,13,14,71,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100408,坯料制作,Groundwork,制作能力,DoH Ability,13,14,72,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100328,精密制作,Delicate Synthesis,制作能力,DoH Ability,13,14,76,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100320,集中制作,Intensive Synthesis,制作能力,DoH Ability,13,14,78,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100288,工匠的神速技巧,Trained Eye,制作能力,DoH Ability,13,14,80,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100424,专心致志,Heart and Soul,制作能力,DoH Ability,13,14,86,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100432,俭约制作,Prudent Synthesis,制作能力,DoH Ability,13,14,88,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100440,工匠的神技,Trained Finesse,制作能力,DoH Ability,13,14,90,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100448,精炼加工,Refined Touch,制作能力,DoH Ability,13,14,92,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100456,冒进,Daring Touch,制作能力,DoH Ability,0,14,96,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100464,快速改革,Quick Innovation,制作能力,DoH Ability,13,14,96,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100472,巧夺天工,Immaculate Mend,制作能力,DoH Ability,13,14,98,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100480,工匠的绝技,Trained Perfection,制作能力,DoH Ability,13,14,100,WVR,裁衣匠,Weaver,False,True,False
CraftAction,100090,制作,Basic Synthesis,制作能力,DoH Ability,14,15,1,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100091,加工,Basic Touch,制作能力,DoH Ability,14,15,5,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100092,精修,Master's Mend,制作能力,DoH Ability,14,15,7,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100361,仓促,Hasty Touch,制作能力,DoH Ability,14,15,9,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100369,高速制作,Rapid Synthesis,制作能力,DoH Ability,14,15,9,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100099,观察,Observe,制作能力,DoH Ability,14,15,13,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100377,秘诀,Tricks of the Trade,制作能力,DoH Ability,14,15,13,ALC,炼金术士,Alchemist,False,True,False
Action,19303,崇敬,Veneration,制作能力,DoH Ability,14,15,15,ALC,炼金术士,Alchemist,False,True,False
Action,4637,俭约,Waste Not,制作能力,DoH Ability,14,15,15,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100093,中级加工,Standard Touch,制作能力,DoH Ability,14,15,18,ALC,炼金术士,Alchemist,False,True,False
Action,266,阔步,Great Strides,制作能力,DoH Ability,14,15,21,ALC,炼金术士,Alchemist,False,True,False
Action,19010,改革,Innovation,制作能力,DoH Ability,14,15,26,ALC,炼金术士,Alchemist,False,True,False
Action,19018,最终确认,Final Appraisal,制作能力,DoH Ability,14,15,42,ALC,炼金术士,Alchemist,False,True,False
Action,19002,长期俭约,Waste Not II,制作能力,DoH Ability,14,15,47,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100345,比尔格的祝福,Byregot's Blessing,制作能力,DoH Ability,14,15,50,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100134,集中加工,Precise Touch,制作能力,DoH Ability,14,15,53,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100385,坚信,Muscle Memory,制作能力,DoH Ability,14,15,54,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100401,设计变动,Careful Observation,制作能力,DoH Ability,14,15,55,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100209,模范制作,Careful Synthesis,制作能力,DoH Ability,14,15,62,ALC,炼金术士,Alchemist,False,True,False
Action,4580,掌握,Manipulation,制作能力,DoH Ability,14,15,65,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100233,俭约加工,Prudent Touch,制作能力,DoH Ability,14,15,66,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100417,上级加工,Advanced Touch,制作能力,DoH Ability,14,15,68,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100393,闲静,Reflect,制作能力,DoH Ability,14,15,69,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100305,坯料加工,Preparatory Touch,制作能力,DoH Ability,14,15,71,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100409,坯料制作,Groundwork,制作能力,DoH Ability,14,15,72,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100329,精密制作,Delicate Synthesis,制作能力,DoH Ability,14,15,76,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100321,集中制作,Intensive Synthesis,制作能力,DoH Ability,14,15,78,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100289,工匠的神速技巧,Trained Eye,制作能力,DoH Ability,14,15,80,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100425,专心致志,Heart and Soul,制作能力,DoH Ability,14,15,86,ALC,炼金术士,Alchemist,False,True,False
CraftAction,100433,俭约制作,Prudent Synthesis,制作能力,DoH Ability,14,15,88,ALC,炼金术士,Alchemist,False,True,False
